idinsert,folio,integrante,entidad,munici,locali,maq,sexo,edad,meses,intsel,intsel2,perc101,perc102,perc103,perc104,perc104aj,perc105aj,perc105,perc106,perc107,perc108,perc109,perc110,perc110aj,perc111,perc111aj,perc112,perc113,perc114,perc115,perc116,perc117,perc118,perc119,perc120,perc121,perc122,perc123,perc124,perc125,perc126,perc127,perc128,perc129,perc130,perc131,perc132,perc133,perc134,perc135,perc136,perc137,perc138,perc139,perc140,perc141,perc142,perc143,perc144,perc145,perc146,perc147,perc148,perc149,perc150,perc151,perc152,perc153,perc154,perc155,perc156,perc157,perc158,perc159,perc160,perc161,perc162,perc163,perc164,tiempo_gen,est_var,region_h,code_upm,rural,c1,ponde_f,etapa_af,etapa_fv
1055889,02002000143500070281,1,02,002,0001,MC005,1,50,0,1,10,1,1,,1,1,1,1,1,1,1,,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,1,4,1,3,3,3,4,2,3,2,1,1,1,1,2,2,2,4,2,2,2,2,2,1,1,2,1,1,1,1,1,1,1,1,1,2016/10/25,122,1,1a45,2,1,14409.17628791407,5,3
1055323,02002000143500130021,3,02,002,0001,MC003,2,22,4,1,10,2,2,1,,2,2,,2,2,2,1,,2,,2,2,1,2,2,3,2,1,1,1,1,2,1,2,1,1,2,1,2,2,3,2,2,3,88,3,2,3,2,1,1,1,1,1,1,2,2,3,2,2,2,2,1,88,1,1,1,1,2,1,1,1,88,1,2016/10/25,122,1,1a45,2,1,15928.437082666813,2,2
1055417,02002000143500130091,1,02,002,0001,MC003,2,49,11,1,10,2,1,,2,2,1,1,1,2,2,1,,2,,2,2,2,1,1,1,2,2,2,2,2,2,1,2,1,2,2,2,1,2,4,3,2,2,2,4,1,3,2,1,1,1,1,1,1,4,,3,3,2,1,2,1,88,1,1,1,1,2,1,2,1,88,1,2016/10/25,122,1,1a45,2,1,6128.729558960865,3,2
1055421,02002000143500130131,3,02,002,0001,MC003,1,31,11,1,,2,2,1,,2,2,,1,2,2,1,,2,,2,1,1,2,2,1,1,1,1,1,2,2,2,2,2,1,1,1,1,2,3,3,2,3,2,3,2,3,2,1,1,1,1,1,1,3,3,3,1,1,1,1,1,88,1,1,1,2,2,2,2,2,88,2,2016/10/25,122,1,1a45,2,1,28997.291818761045,2,2
1055425,02002000143500130191,1,02,002,0001,MC003,1,32,1,1,,1,2,1,,2,2,,2,2,1,,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,1,2,1,2,2,1,2,1,2,1,3,3,3,4,3,3,2,1,1,1,1,1,1,1,3,3,2,3,2,2,88,88,1,1,1,88,2,1,1,1,88,1,2016/10/25,122,1,1a45,2,1,9665.763939587014,2,3
1054699,02002000143500190021,2,02,002,0001,MC001,2,23,0,1,12,2,1,,1,1,2,2,1,1,1,,1,1,1,1,1,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,3,2,2,2,3,3,1,1,1,1,1,1,2,3,3,2,2,2,2,1,1,1,1,1,1,2,1,1,1,2,2,2016/10/25,122,1,1a45,2,1,6015.080845691283,4,5
1054689,02002000143500190041,1,02,002,0001,MC001,1,40,4,1,,1,1,,1,1,1,1,1,2,1,,2,2,1,1,1,1,1,1,1,2,1,2,2,2,1,2,2,1,1,2,2,2,1,4,1,2,2,2,4,2,3,1,1,1,1,1,1,1,2,3,3,2,2,1,1,1,88,1,1,1,1,2,1,1,1,1,1,2016/10/25,122,1,1a45,2,1,9129.952216911068,5,3
1054694,02002000143500190051,2,02,002,0001,MC001,1,30,2,1,,1,1,,1,1,2,2,1,1,1,,2,2,1,1,1,1,1,1,1,2,2,2,1,2,2,2,2,2,1,1,2,1,2,4,3,3,3,88,4,2,4,2,1,2,1,1,1,1,2,2,3,3,2,2,2,1,88,1,1,1,2,1,2,2,1,2,2,2016/10/25,122,1,1a45,2,1,21900.586189432684,4,3
1055337,02002000143500270021,2,02,002,0001,MC003,2,49,11,1,,1,1,,2,2,2,2,2,1,1,,1,1,1,1,1,1,1,3,1,2,1,1,2,2,2,2,2,2,2,1,2,2,2,4,1,2,3,3,4,2,3,2,1,1,1,1,1,1,3,3,3,2,2,1,1,1,1,1,1,1,1,2,2,1,2,1,2,2016/10/25,122,1,1a45,2,1,7406.08582493376,3,5
1054691,02002000143500340011,2,02,002,0001,MC001,2,44,2,1,12,1,1,,1,1,1,1,1,1,1,,2,2,2,2,2,3,1,2,2,2,1,1,1,2,2,2,2,1,2,1,1,1,1,4,2,2,3,2,4,2,3,2,1,1,1,1,1,2,4,,2,2,2,2,2,1,1,1,1,1,1,2,1,1,2,2,2,2016/10/25,122,1,1a45,2,1,9918.864944107714,5,3
1054697,02002000143500340061,1,02,002,0001,MC001,1,43,5,1,10,88,1,,2,2,2,2,1,2,1,,1,1,1,1,1,1,2,1,4,1,1,2,2,1,2,1,2,2,2,2,2,2,1,3,1,3,3,3,4,1,4,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,2,2,1,1,1,2,1,1,88,1,1,2016/10/25,122,1,1a45,2,1,6521.394440650762,3,5
1054827,02002000143500340081,1,02,002,0001,MC001,1,42,2,1,10,1,1,,1,1,1,1,1,1,1,,1,1,1,1,1,1,2,3,1,1,2,2,2,2,1,2,2,2,1,1,1,1,1,3,1,3,2,2,4,3,3,1,1,1,1,1,2,2,2,3,3,2,2,2,2,1,1,1,1,1,1,2,2,1,1,2,2,2016/10/25,122,1,1a45,2,1,13042.788881301523,5,5
1054681,02002000143500340091,5,02,002,0001,MC001,1,22,7,1,,1,1,,1,1,1,1,1,1,1,,2,2,2,2,1,3,3,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,3,2,2,3,4,1,99,2,2,2,1,2,1,88,2,4,3,2,2,2,2,1,2,2,2,2,1,1,2,1,88,2,2,2016/10/25,122,1,1a45,2,1,52144.25283198257,5,3
1054655,02002012435799990021,2,02,002,0124,MC001,2,49,5,1,12,2,2,1,,2,2,,1,1,1,,1,1,1,1,2,1,3,1,2,2,2,2,2,2,1,2,2,1,2,2,2,1,2,3,1,3,3,3,4,2,3,2,1,1,1,1,1,1,3,1,3,2,3,2,2,1,88,1,1,1,1,2,1,1,2,2,2,2016/10/25,111,1,1o01,1,1,1447.2380055534625,2,5
1054645,02002012435799990031,2,02,002,0124,MC001,2,39,10,1,10,2,2,2,,2,2,,2,2,1,,1,1,1,1,1,1,2,3,3,2,2,2,2,1,2,1,1,2,2,2,2,2,2,3,2,2,3,2,2,2,3,3,1,1,1,1,2,1,3,2,2,2,2,2,2,1,1,1,1,1,1,2,2,1,1,1,1,2016/10/25,111,1,1o01,1,1,964.8253370356417,1,5
1054659,02002012435799990041,3,02,002,0124,MC001,1,21,8,1,12,2,2,2,,2,2,,2,88,1,,2,2,1,1,2,2,2,2,2,2,2,1,1,1,1,1,2,1,1,2,1,1,2,4,3,1,2,88,2,2,3,2,1,1,1,1,1,2,3,2,3,2,2,2,2,1,1,1,1,1,2,2,1,1,1,2,1,2016/10/25,111,1,1o01,1,1,872.0912549964538,1,3
1054650,02002012435799990051,1,02,002,0124,MC001,1,42,1,1,10,1,1,,1,1,1,1,1,1,1,,2,2,2,2,88,3,1,3,2,2,2,2,2,2,1,1,2,2,2,2,1,1,1,4,2,3,3,2,1,2,3,1,2,1,1,1,2,2,2,3,3,3,3,1,1,1,88,1,1,1,1,2,1,1,1,2,1,2016/10/25,111,1,1o01,1,1,288.3647317576135,5,3
1055290,02002012435799990061,1,02,002,0124,MC003,1,42,3,1,,1,1,,1,1,1,1,1,88,1,,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,1,2,3,3,1,2,3,2,2,1,1,1,2,1,3,88,3,2,2,2,2,1,88,1,1,2,1,2,1,1,1,2,1,2016/10/25,111,1,1o01,1,1,576.729463515227,5,3
1055282,02002012435799990081,1,02,002,0124,MC003,1,30,7,1,12,1,1,,1,1,2,2,1,1,1,,2,2,1,1,1,2,2,3,2,1,2,2,1,1,2,2,1,2,1,2,2,2,2,3,2,2,3,3,2,2,3,2,1,1,1,1,1,2,2,2,2,2,2,2,2,1,1,1,1,1,1,2,2,1,1,88,1,2016/10/25,111,1,1o01,1,1,581.3941699976359,4,3
1055288,02002012435799990091,1,02,002,0124,MC003,1,20,2,1,,2,2,1,,2,2,,2,2,1,,2,2,1,1,1,2,2,2,1,2,1,1,2,1,2,2,2,2,2,2,2,1,2,3,2,3,3,3,4,2,3,3,2,2,2,2,2,1,2,3,3,2,2,2,2,1,88,1,1,1,88,88,1,2,1,88,1,2016/10/25,111,1,1o01,1,1,290.69708499881796,2,3
1055842,02002012435799990111,1,02,002,0124,MC005,1,44,0,1,,2,1,,1,1,2,2,1,2,1,,2,2,2,2,2,1,2,2,2,2,1,1,1,2,2,1,2,1,1,1,1,2,1,3,3,3,3,3,2,2,3,2,1,1,1,1,1,1,3,2,3,2,2,2,2,1,88,1,1,1,1,1,1,1,1,2,1,2016/10/25,111,1,1o01,1,1,865.0941952728405,4,3
1055832,02002012435799990121,1,02,002,0124,MC005,1,50,1,1,10,2,1,,1,1,1,1,1,1,1,,2,2,2,2,2,2,2,4,1,2,2,2,2,2,2,2,2,2,2,1,2,1,2,4,2,3,3,3,4,2,3,2,1,1,1,1,1,1,3,2,2,2,2,2,2,1,1,1,1,1,1,1,2,2,1,2,1,2016/10/25,111,1,1o01,1,1,288.3647317576135,5,3
1055829,02002012435799990131,2,02,002,0124,MC005,2,30,0,1,,1,1,,1,1,1,1,1,1,1,,2,2,1,1,1,1,2,2,1,1,2,1,2,1,2,1,2,2,1,2,2,2,2,3,2,3,3,3,2,2,3,2,1,1,1,1,1,1,1,4,2,3,2,2,2,1,1,1,1,1,2,1,2,2,1,1,1,2016/10/25,111,1,1o01,1,1,439.6032227939709,5,3
1055838,02002012435799990151,1,02,002,0124,MC005,1,45,9,1,10,1,1,,1,1,1,1,1,1,2,1,,2,,2,2,2,1,2,2,1,2,1,1,2,2,1,1,2,2,1,2,2,1,4,1,3,3,2,2,2,3,2,1,1,1,1,1,2,2,3,3,2,2,3,2,1,2,2,2,1,1,2,2,1,1,2,1,2016/10/25,111,1,1o01,1,1,865.0941952728405,5,2
1054636,020020167348A9990011,1,02,002,0167,MC001,2,39,10,1,,2,2,1,,2,2,,1,2,1,,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,3,2,3,3,2,2,2,3,2,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,2016/10/25,112,1,1o31,1,1,317.86767264528,2,3
1054627,020020167348A9990041,5,02,002,0167,MC001,2,37,3,1,,1,1,,1,1,2,2,1,1,1,,1,1,1,1,1,1,1,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,4,2,3,2,3,2,2,3,2,1,1,1,1,1,1,3,2,3,1,1,1,1,1,1,1,1,1,1,2,2,1,2,1,2,2016/10/25,112,1,1o31,1,1,1589.3383632264,4,5
1054642,020020167348A9990051,2,02,002,0167,MC001,2,39,2,1,12,2,1,,1,1,2,2,1,2,2,1,,2,,2,1,4,1,3,1,1,1,1,2,2,2,2,2,1,2,1,1,1,2,2,2,3,2,1,1,2,3,2,1,1,1,1,3,2,1,1,2,3,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,2016/10/25,112,1,1o31,1,1,635.73534529056,4,2
1054640,020020167348A9990061,2,02,002,0167,MC001,1,43,4,1,,1,1,,1,1,1,1,1,1,1,,2,2,2,2,1,4,4,3,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,4,2,3,2,1,2,1,2,2,2,2,3,3,88,88,3,3,1,88,88,88,1,1,2,2,2,2,2,2,2016/10/25,112,1,1o31,1,1,960.4849268847101,5,3
1055815,020020167348A9990081,1,02,002,0167,MC005,1,54,0,1,,1,1,,1,1,1,1,1,2,2,1,,2,,2,2,3,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,4,3,2,3,3,3,2,3,2,1,1,1,1,1,2,3,2,2,2,2,2,2,1,2,1,1,1,1,2,2,1,2,2,2,2016/10/25,112,1,1o31,1,1,960.4849268847101,5,2
1055824,020020167348A9990091,2,02,002,0167,MC005,2,29,0,1,,1,1,,1,1,1,1,1,2,2,2,,2,,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,1,3,2,3,4,3,3,2,1,1,1,1,2,1,4,,4,3,3,2,2,1,1,1,1,1,2,2,2,1,1,2,1,2016/10/25,112,1,1o31,1,1,1054.541210205105,5,1
1055817,020020167348A9990101,2,02,002,0167,MC005,2,52,0,1,12,1,1,,1,1,1,1,1,2,2,2,,2,,2,2,2,4,4,1,2,2,2,1,2,2,2,1,2,2,2,2,1,2,4,1,1,1,1,4,2,2,3,1,2,2,2,4,4,2,3,3,3,3,3,2,1,2,2,1,1,2,2,2,2,2,2,2,2016/10/25,112,1,1o31,1,1,635.73534529056,5,1
1055833,020020167348A9990111,1,02,002,0167,MC005,1,41,0,1,10,2,1,,1,1,2,2,1,1,1,,1,1,1,1,1,1,3,3,2,2,1,2,1,2,2,2,2,2,2,2,2,1,2,4,3,1,3,3,4,2,3,3,2,2,1,1,2,2,2,4,2,3,3,2,2,1,1,1,1,1,2,1,1,2,1,2,1,2016/10/25,112,1,1o31,1,1,480.2424634423551,4,5
1055819,020020167348A9990121,2,02,002,0167,MC005,2,37,11,1,13,1,1,,1,1,1,1,1,1,1,,1,1,1,1,1,1,2,2,2,2,2,2,1,2,1,2,2,1,2,1,2,1,2,4,3,3,3,1,3,2,3,2,1,1,1,1,1,2,4,,3,2,2,2,2,1,1,1,1,1,2,2,2,1,1,2,2,2016/10/25,112,1,1o31,1,1,635.73534529056,5,5
1055262,020020167348A9990141,2,02,002,0167,MC003,2,41,0,1,10,1,1,,1,1,1,1,1,2,2,1,,2,,2,2,1,2,1,1,1,2,2,2,2,1,2,2,2,2,2,2,1,2,4,2,2,3,3,2,2,2,3,1,1,1,1,2,1,2,2,2,3,2,1,2,1,88,1,1,1,2,2,2,1,2,2,2,2016/10/25,112,1,1o31,1,1,953.60301793584,5,2
1055269,020020167348A9990151,1,02,002,0167,MC003,1,50,8,1,10,1,1,,2,2,1,1,1,1,1,,1,1,1,1,1,1,1,3,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,4,1,3,3,3,4,2,4,2,1,1,1,1,1,1,2,4,2,2,2,2,2,1,1,1,1,1,1,2,1,1,2,1,2,2016/10/25,112,1,1o31,1,1,1440.727390327065,3,5
1055268,020020167348A9990191,1,02,002,0167,MC003,1,21,1,1,10,1,1,,1,1,1,1,1,2,1,,1,1,2,2,2,1,2,2,2,2,2,1,2,2,1,1,1,1,2,1,2,2,1,3,2,3,3,2,4,2,3,2,1,1,1,1,1,1,3,1,2,2,3,2,2,1,88,1,1,1,2,1,1,2,1,2,2,2016/10/25,112,1,1o31,1,1,734.8320452144471,5,4
1054671,02002017035799990011,4,02,002,0170,MC001,2,21,3,1,10,2,2,1,,2,2,,1,2,2,1,,2,,2,2,1,2,2,2,1,2,2,1,2,2,1,1,1,1,1,2,2,2,3,3,1,3,3,3,2,3,2,1,1,1,1,2,1,1,4,2,2,3,2,2,1,2,1,1,1,2,2,1,1,1,2,2,2016/10/25,111,1,1o01,1,1,1648.5120854773904,2,2
1054678,02002017035799990021,2,02,002,0170,MC001,1,20,8,1,10,2,1,,1,1,1,1,1,2,2,1,,2,,2,1,4,2,4,2,1,1,1,1,1,1,1,1,1,2,2,2,1,1,4,3,1,88,3,4,2,3,2,1,1,1,1,2,2,2,2,3,2,2,2,2,1,2,1,1,1,1,2,2,1,2,2,2,2016/10/25,111,1,1o01,1,1,1090.1140687455672,5,2
1055870,02002017035799990041,5,02,002,0170,MC005,2,21,0,1,10,2,1,,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,3,3,3,1,2,3,2,1,1,1,1,1,1,88,3,3,2,2,2,2,1,1,1,1,1,2,1,1,1,1,1,1,2016/10/25,111,1,1o01,1,1,2060.6401068467385,5,5
1055315,02002017035799990071,2,02,002,0170,MC003,2,29,10,1,,2,1,,1,1,1,1,1,2,2,2,,2,,2,2,2,2,3,1,1,1,2,2,2,2,2,1,1,1,1,1,1,2,4,2,2,3,2,2,2,3,2,1,1,1,1,2,1,2,3,2,2,3,2,2,1,1,1,1,1,2,1,1,1,1,2,1,2016/10/25,111,1,1o01,1,1,824.2560427386952,5,1
1055319,02002017035799990081,2,02,002,0170,MC003,2,47,8,1,13,2,2,2,,2,2,,2,2,2,2,,2,,2,2,4,2,1,4,2,2,2,2,2,1,2,2,2,2,2,2,1,2,3,2,2,3,2,4,2,4,2,1,1,1,1,1,1,2,3,2,2,2,2,1,1,1,2,1,1,1,2,1,88,1,88,1,2016/10/25,111,1,1o01,1,1,3618.095013883656,1,1
1055310,02002017035799990091,1,02,002,0170,MC003,1,48,10,1,,1,1,,2,2,2,2,2,1,1,,2,2,2,2,1,2,2,2,2,2,1,1,1,2,1,1,2,1,2,2,1,1,2,4,2,2,3,2,2,2,3,2,1,1,1,1,2,1,2,2,3,2,2,2,3,1,1,1,1,1,1,2,1,1,1,1,1,2016/10/25,111,1,1o01,1,1,1622.0516161365756,3,3
1055295,02002025535799990031,1,02,002,0255,MC003,1,47,4,1,10,1,1,,1,1,1,1,1,1,1,,1,1,1,1,1,2,1,3,1,1,2,2,2,2,1,2,2,2,2,1,2,2,2,4,3,2,3,3,3,2,4,2,1,1,1,1,1,1,2,4,3,2,2,2,2,1,2,1,1,1,1,2,2,1,1,2,1,2016/10/25,111,1,1o01,1,1,1224.4410148477125,5,5
1055302,02002025535799990041,3,02,002,0255,MC003,1,24,10,1,,2,2,1,,2,2,,1,2,2,1,,2,,2,2,2,2,2,2,2,2,2,2,1,2,1,1,88,2,1,2,2,2,3,3,2,3,3,3,2,4,2,1,1,1,88,2,2,4,,3,2,2,2,2,1,88,88,1,1,1,2,1,1,1,88,1,2016/10/25,111,1,1o01,1,1,925.7584091500815,2,2
1055307,02002025535799990051,2,02,002,0255,MC003,2,41,7,1,12,1,1,,1,1,1,1,1,2,1,,2,2,2,2,2,3,1,3,1,1,2,2,2,2,1,2,1,2,2,1,1,1,2,3,3,1,3,2,3,2,4,2,1,1,1,1,1,2,3,2,3,2,2,2,2,1,1,1,1,1,1,2,1,1,1,2,1,2016/10/25,111,1,1o01,1,1,1024.1992039301426,5,3
1055862,02002025535799990071,1,02,002,0255,MC005,1,48,11,1,10,1,1,,1,1,1,1,2,1,1,,1,1,1,1,1,2,3,4,2,1,2,1,1,2,2,2,2,1,2,1,1,1,2,4,1,2,3,3,4,2,3,2,2,2,1,1,2,1,2,2,3,2,2,2,2,1,2,1,1,1,2,88,1,2,1,2,1,2016/10/25,111,1,1o01,1,1,612.2205074238562,5,5
1055858,02002025535799990081,2,02,002,0255,MC005,2,21,8,1,,2,2,1,,2,2,,2,2,1,,2,2,1,1,1,2,2,4,2,1,2,2,2,2,2,1,1,1,2,1,2,1,1,4,2,2,3,3,3,2,2,2,1,1,1,1,1,1,3,3,3,2,2,2,2,1,2,2,1,1,2,1,1,1,1,1,1,2016/10/25,111,1,1o01,1,1,466.65572881206117,2,3
1055853,02002025535799990091,5,02,002,0255,MC005,1,26,9,1,,1,1,,1,1,1,1,1,1,1,,1,1,1,1,1,3,1,1,2,2,1,2,1,2,2,2,2,1,2,2,2,1,2,4,3,3,3,3,3,2,3,2,1,1,1,1,1,1,2,4,2,2,2,2,2,1,88,1,1,1,1,1,1,1,1,2,2,2016/10/25,111,1,1o01,1,1,1542.9306819168028,5,5
1055849,02002025535799990101,1,02,002,0255,MC005,1,32,11,1,13,1,1,,1,1,1,1,2,1,1,,2,2,1,1,1,2,1,3,1,1,2,2,2,2,2,1,2,1,1,2,2,1,2,4,3,2,3,2,2,2,2,2,1,1,1,1,2,2,2,3,2,2,2,2,2,1,1,2,1,2,1,2,1,1,1,2,1,2016/10/25,111,1,1o01,1,1,617.172272766721,5,3
1054665,02002025535799990111,1,02,002,0255,MC001,2,26,11,1,,1,1,,1,1,2,2,2,2,1,,1,1,1,1,1,2,1,2,1,1,2,1,1,1,2,1,2,2,2,1,2,1,2,4,2,2,3,3,2,2,3,2,1,1,1,1,1,1,3,1,4,2,2,2,2,1,1,1,1,1,1,2,1,1,1,1,1,2016/10/25,111,1,1o01,1,1,233.32786440603059,4,5
1054669,02002025535799990141,1,02,002,0255,MC001,2,22,6,1,,1,1,,1,1,1,1,1,1,1,,1,1,1,1,1,1,2,4,1,1,2,2,2,2,1,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,3,2,1,1,1,1,1,1,2,3,2,2,2,2,2,1,1,1,1,1,1,2,1,1,1,1,1,2016/10/25,111,1,1o01,1,1,233.32786440603059,5,5
1054589,020020270348A9990021,2,02,002,0270,MC001,1,44,7,1,10,1,1,,1,1,1,1,1,1,1,,2,2,1,1,1,1,2,3,2,1,1,2,1,2,2,1,2,2,1,2,1,1,2,4,2,3,1,2,4,2,3,1,2,2,2,1,1,1,1,1,1,3,3,2,2,1,2,2,2,2,1,1,1,1,1,1,1,2016/10/25,112,1,1o31,1,1,2960.2137134298346,5,3
1054593,020020270348A9990031,3,02,002,0270,MC001,1,43,9,1,,1,2,2,,2,2,,2,1,1,,1,1,1,1,1,1,3,3,3,2,2,1,2,2,2,2,2,2,2,2,2,1,2,3,2,2,3,2,4,2,3,2,1,1,1,1,2,2,2,1,1,3,3,3,3,2,2,2,1,2,1,2,2,1,2,1,2,2016/10/25,112,1,1o31,1,1,4440.320570144751,1,5
1054596,020020270348A9990061,3,02,002,0270,MC001,1,26,1,1,,1,1,,1,1,1,1,1,2,1,,2,2,2,2,2,2,3,3,1,2,1,2,1,1,1,1,2,2,1,2,1,2,1,3,1,3,3,1,4,1,3,1,1,1,1,1,2,1,3,3,3,2,2,2,1,1,1,1,1,1,1,2,1,1,1,2,1,2016/10/25,112,1,1o31,1,1,11323.758637040024,5,3
1055780,020020270348A9990081,2,02,002,0270,MC005,2,50,0,1,10,1,1,,1,1,1,1,1,1,1,,2,2,1,1,1,2,2,2,2,2,2,2,1,2,2,1,2,1,2,1,2,1,1,3,2,3,2,2,4,2,3,2,2,2,2,2,1,1,3,2,3,2,2,2,2,1,1,1,1,1,1,2,2,2,88,2,1,2016/10/25,112,1,1o31,1,1,1959.335784003468,5,3
1055782,020020270348A9990091,1,02,002,0270,MC005,1,51,0,1,10,1,1,,1,1,1,1,2,1,2,1,,2,,2,1,1,2,2,1,1,2,2,2,2,2,2,2,1,1,2,2,2,2,1,2,2,1,2,2,3,3,2,2,1,1,1,1,1,1,4,2,2,2,2,2,88,1,1,1,1,2,1,1,2,1,2,1,2016/10/25,112,1,1o31,1,1,2960.2137134298346,5,2
1055790,020020270348A9990111,1,02,002,0270,MC005,1,28,0,1,12,1,1,,1,1,1,1,2,1,2,2,,2,,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,3,2,2,2,3,2,1,1,1,1,1,1,2,3,3,2,2,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2016/10/25,112,1,1o31,1,1,4529.503454816011,5,1
1055237,020020270348A9990141,1,02,002,0270,MC003,2,46,8,1,10,2,2,2,,2,2,,1,2,2,1,,2,,2,1,1,1,3,2,1,1,1,2,2,2,1,2,2,1,1,2,1,2,3,3,2,1,1,2,2,3,2,1,1,1,1,2,2,4,,3,2,2,2,2,1,1,1,1,1,2,2,1,1,2,2,2,2016/10/25,112,1,1o31,1,1,979.667892001734,1,2
1055235,020020270348A9990161,1,02,002,0270,MC003,2,41,3,1,10,1,2,1,,2,2,,1,1,1,,1,1,1,1,1,3,2,3,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,4,2,3,2,88,4,2,3,2,2,1,1,1,1,2,3,2,3,2,2,2,2,88,88,1,1,1,1,2,1,1,2,2,2,2016/10/25,112,1,1o31,1,1,979.667892001734,2,5
1054602,020020521348A9990021,2,02,002,0521,MC001,2,37,0,1,10,2,2,1,,2,2,,1,2,1,,2,2,2,2,2,2,2,2,2,2,1,1,1,2,1,2,2,1,1,2,2,1,2,3,1,3,3,3,1,2,3,2,2,2,2,2,1,1,3,2,88,2,3,2,2,1,1,1,1,1,2,88,2,1,1,1,1,2016/10/25,112,1,1o31,1,1,1340.921877763567,2,3
1054619,020020521348A9990031,2,02,002,0521,MC001,2,23,5,1,10,1,1,,2,2,2,2,1,2,1,,2,2,1,1,2,1,3,2,2,2,1,2,2,2,1,2,2,1,1,1,2,1,2,4,2,2,2,3,3,2,4,2,1,1,1,1,1,1,2,3,88,2,88,88,2,1,88,1,1,1,2,2,1,2,1,1,1,2016/10/25,112,1,1o31,1,1,2224.2862383575743,3,3
1054610,020020521348A9990041,1,02,002,0521,MC001,1,45,4,1,,1,1,,1,1,1,1,1,1,1,,2,2,1,1,2,3,1,4,1,2,2,1,2,2,2,2,2,2,2,2,1,2,2,4,3,1,3,3,4,1,3,2,1,1,1,1,1,1,1,4,2,2,2,1,1,1,1,1,1,1,2,2,1,1,2,2,2,2016/10/25,112,1,1o31,1,1,4051.7969034211947,5,3
1055802,020020521348A9990081,2,02,002,0521,MC005,2,34,0,1,,1,1,,1,1,1,1,1,2,1,,2,2,2,2,2,4,2,2,1,1,2,1,2,2,2,2,2,2,2,2,2,1,2,4,3,3,3,3,3,2,3,2,1,1,1,1,1,1,2,2,3,2,2,2,2,1,1,1,1,1,2,1,1,1,1,2,1,2016/10/25,112,1,1o31,1,1,2224.2862383575743,5,3
1055804,020020521348A9990101,2,02,002,0521,MC005,2,26,0,1,10,2,2,1,,2,2,,1,2,1,,2,2,1,1,1,2,2,2,2,2,2,1,1,1,2,2,1,1,1,1,2,2,1,4,3,1,3,3,1,2,3,2,1,1,2,1,1,1,3,1,3,2,2,2,2,1,2,2,2,1,1,1,1,1,1,1,1,2016/10/25,112,1,1o31,1,1,2224.2862383575743,2,3
1055795,020020521348A9990111,1,02,002,0521,MC005,2,27,0,1,,1,1,,1,1,1,1,1,1,1,,1,1,1,1,1,1,2,3,1,2,1,1,2,2,2,2,2,2,2,2,2,1,2,3,1,2,3,1,1,2,3,2,2,2,1,1,2,1,2,3,3,2,2,1,1,1,1,1,1,1,1,1,2,1,1,2,1,2016/10/25,112,1,1o31,1,1,2224.2862383575743,5,5
1055799,020020521348A9990121,2,02,002,0521,MC005,2,45,6,1,12,2,2,2,,2,2,,1,2,1,,2,2,2,2,2,4,2,3,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,4,2,3,2,2,3,2,4,2,1,1,1,1,1,1,2,2,3,1,2,1,1,1,88,1,1,1,2,2,1,1,1,1,1,2016/10/25,112,1,1o31,1,1,2011.3828166453502,1,3
1055241,020020521348A9990131,3,02,002,0521,MC003,2,21,1,1,,1,2,1,,2,2,,1,1,2,1,,2,,2,2,1,3,3,4,1,2,2,2,2,2,2,2,1,2,1,2,1,2,3,3,1,2,88,3,2,4,2,1,1,1,2,2,2,3,1,3,2,3,3,2,1,1,2,1,1,1,2,1,2,1,1,1,2016/10/25,112,1,1o31,1,1,3336.4293575363617,2,2
1055251,020020521348A9990151,1,02,002,0521,MC003,1,32,6,1,,1,1,,1,1,1,1,1,2,2,2,,2,,2,1,2,3,3,1,2,2,2,2,2,2,2,1,2,2,1,2,1,2,4,2,3,3,3,2,2,3,2,1,1,1,1,1,1,2,3,2,2,2,2,2,1,1,1,1,1,1,2,1,1,2,88,2,2016/10/25,112,1,1o31,1,1,3099.8822802889704,5,1
